,img_link,name,price(in Rs.),Processor_Type,Ram(GB),OS,SSD(GB),HDD(GB),similarity
573,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/1/g/-original-imagg6t9hmxg6ndz.jpeg?q=70,ASUS,47990,Intel Core i3,8,Windows,512,0,0.2481865046555032
574,https://rukminim1.flixcart.com/image/312/312/kzogn0w0/computer/t/o/4/a515-45-r9px-thin-and-light-laptop-acer-original-imagbmx3nr6xex9g.jpeg?q=70,acer,59990,AMD Ryzen 7,8,Windows,512,0,0.2481846130189073
576,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/c/o/14-ek0072tu-thin-and-light-laptop-hp-original-imaghqbpkcggcqh4.jpeg?q=70,HP,77070,Intel Core i5,16,Windows,512,0,0.24833583907813359
577,https://rukminim1.flixcart.com/image/312/312/kzrbiq80/computer/v/d/d/15s-fq2626tu-thin-and-light-laptop-hp-original-imagbpb2sztfprgz.jpeg?q=70,HP,51890,Intel Core i5,8,Windows,512,0,0.2481846130189073
578,https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/9/a/k/asus-original-imafvq27mhsqxhek.jpeg?q=70,ASUS,61249,Intel Core i5,4,Windows,0,1000,0.9686964261654254
580,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70,DELL,35500,Other Intel Processor,4,Windows,256,0,0.24818224545004886
581,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/s/a/16-n0049ax-gaming-laptop-hp-original-imaghwptyggvfjjd.jpeg?q=70,HP,107690,AMD Ryzen 7,16,Windows,512,0,0.24833583907813359
582,https://rukminim1.flixcart.com/image/312/312/ksj9dow0/computer/n/i/p/na-gaming-laptop-lenovo-original-imag6345sb2jfu2a.jpeg?q=70,Lenovo,131990,AMD Ryzen 7,16,Windows,1000,0,0.24818907729853307
584,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/q/o/245-g8-business-laptop-hp-original-imagjdywrx9g8yph.jpeg?q=70,HP,28490,AMD Ryzen 3,8,Windows,512,0,0.2481846130189073
585,https://rukminim1.flixcart.com/image/312/312/kzogn0w0/computer/o/3/6/15-eg1000tx-thin-and-light-laptop-hp-original-imagbn4b6ht9xznp.jpeg?q=70,HP,64990,Intel Core i5,8,Windows,512,0,0.2481846130189073
586,https://rukminim1.flixcart.com/image/312/312/computer/f/c/v/asus-notebook-original-imaer3hghafsrhyx.jpeg?q=70,ASUS,146490,Intel Core i7,8,Windows,256,1000,0.9999699768168994
588,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/o/p/new-inspiron-15-laptop-thin-and-light-laptop-dell-original-imagcyregycdnqyz.jpeg?q=70,DELL,60090,Intel Core i5,8,Windows,512,0,0.2481846130189073
589,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/4/p/v15-thin-and-light-laptop-lenovo-original-imagmm9wydypwjr9.jpeg?q=70,Lenovo,34990,AMD Ryzen 3,8,Windows,256,256,0.8604012552771103
590,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/m/w/-original-imagg5jscr4hcuqc.jpeg?q=70,Lenovo,40699,Intel Core i3,8,Windows,512,0,0.2481846130189073
591,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/f/s/fx506lhb-hn357w-laptop-asus-original-imaggbzguuazzwm9.jpeg?q=70,ASUS,71999,Intel Core i5,8,Windows,1000,0,0.24808988733550028
592,https://rukminim1.flixcart.com/image/312/312/kykgb680/computer/r/9/e/-original-imagarytzgkp5t3q.jpeg?q=70,acer,69990,Intel Core i5,8,Windows,512,0,0.2481846130189073
593,https://rukminim1.flixcart.com/image/312/312/kwv0djk0/computer/2/u/m/16-e0162ax-gaming-laptop-hp-original-imag9g7ytxnpfvxh.jpeg?q=70,HP,62990,Intel Core i5,8,Windows,512,0,0.2481846130189073
594,https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/computer/l/4/y/na-notebook-dell-original-imagfy6adtf9apuh.jpeg?q=70,DELL,63090,Intel Core i5,8,Windows,512,0,0.2481846130189073
596,https://rukminim1.flixcart.com/image/312/312/kvvad8w0/computer/m/k/t/16-e0362ax-gaming-laptop-hp-original-imag8zh5mbczsxws.jpeg?q=70,HP,107990,AMD Ryzen 7,16,Windows,1000,0,0.24818907729853307
597,https://rukminim1.flixcart.com/image/312/312/kit6hzk0-0/computer/f/c/w/dell-inspiron-3505-laptop-amd-ryzen-3-3250u-4gb-ram-1tb-hdd-15-6-original-imafygzmveshfgtc.jpeg?q=70,DELL,48999,Intel Core i3,4,Windows,256,1000,0.9999305667823793
598,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70,Lenovo,57890,Intel Core i5,8,Windows,512,0,0.2481846130189073
599,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/h/5/inspiron-7620-thin-and-light-laptop-dell-original-imagkz94qneret6g.jpeg?q=70,DELL,88490,Intel Core i5,16,Windows,512,0,0.24833583907813359
600,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/s/a/16-n0049ax-gaming-laptop-hp-original-imaghwptyggvfjjd.jpeg?q=70,HP,99850,AMD Ryzen 7,16,Windows,512,0,0.24833583907813359
602,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70,DELL,40890,Intel Core i3,8,Windows,256,0,0.24833347134014375
604,https://rukminim1.flixcart.com/image/312/312/kzvlua80/computer/e/y/f/vostro-3510-thin-and-light-laptop-dell-original-imagbsn5hgcnmxqs.jpeg?q=70,DELL,40690,Intel Core i3,8,Windows,512,0,0.2481846130189073
605,https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70,HP,170990,Intel Core i7,16,Windows,1000,0,0.24819004581481674
608,https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/q/s/w/inspiron-3511-laptop-dell-original-imagfycrbnpu2nbh.jpeg?q=70,DELL,71857,Intel Core i5,8,Windows,512,0,0.2481846130189073
609,https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/p/m/y/asus-original-imafvq2qyjm7humq.jpeg?q=70,ASUS,154990,Intel Core i7,16,Windows,1000,0,0.24819101433110038
610,https://rukminim1.flixcart.com/image/312/312/kctf0cw0/computer/8/y/c/acer-na-original-imaftv3q6yjs3wtm.jpeg?q=70,acer,100500,Intel Core i5,8,Windows,512,0,0.2481846130189073
612,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/q/u/h/inspiron-3520-thin-and-light-laptop-dell-original-imagm5skknhkg2qy.jpeg?q=70,DELL,94075,Intel Core i5,8,Windows,256,1000,0.9999681001143707
613,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/6/w/g/mnwa3hn-a-laptop-apple-original-imagmfhehcvgub84.jpeg?q=70,APPLE,249900,Other,16,Mac,512,0,0.2483339481337186
614,https://rukminim1.flixcart.com/image/312/312/k2dm7bk0/computer/x/t/s/asus-na-thin-and-light-laptop-original-imafhqfb3dpyagyk.jpeg?q=70,ASUS,79990,Intel Core i5,8,Windows,512,0,0.2481865046555032
615,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/v/v/sf314-71-thin-and-light-laptop-acer-original-imaghrgezjpt3bub.jpeg?q=70,acer,115999,Intel Core i7,16,Windows,1000,0,0.24819004581481674
616,https://rukminim1.flixcart.com/image/312/312/kybvo280/computer/c/u/5/-original-imagah7xqmwnt2x6.jpeg?q=70,acer,27990,AMD Ryzen 3,4,Windows,512,0,0.24808625648758728
617,https://rukminim1.flixcart.com/image/312/312/l2p23rk0/computer/t/i/t/tuf-gaming-a15-gaming-laptop-asus-original-imagdzby2dzuqucp.jpeg?q=70,ASUS,98990,AMD Ryzen 9,16,Windows,512,0,0.24833773002254858
618,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/b/j/-original-imagjfgy6ghyqssh.jpeg?q=70,Infinix,42990,Intel Core i5,8,Windows,512,0,0.2481846130189073
619,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70,DELL,44190,Intel Core i3,8,Windows,256,0,0.24833347134014375
620,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/t/r/3/-original-imagg6t98mxeztjn.jpeg?q=70,ASUS,79990,Intel Core i5,16,Windows,512,0,0.24833773002254858
621,https://rukminim1.flixcart.com/image/312/312/l1jmc280/computer/k/k/a/fx577ze-hn056w-gaming-laptop-asus-original-imagd395ymfqgarh.jpeg?q=70,ASUS,96990,AMD Ryzen 7,16,Windows,1000,0,0.24819004581481674
622,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/o/d/w/-original-imagf35eyyeezqpk.jpeg?q=70,DELL,42990,Intel Core i3,8,Windows,512,0,0.2481846130189073
623,https://rukminim1.flixcart.com/image/312/312/kfmv9u80/computer/r/g/w/asus-na-gaming-laptop-original-imafwfxbhqtgy8f5.jpeg?q=70,ASUS,234990,Intel Core i7,32,Windows,1000,0,0.24834363353068362
624,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/z/o/16-e0550ax-gaming-laptop-hp-original-imagjfqztvhqbyyh.jpeg?q=70,HP,85990,AMD Ryzen 5,16,Windows,512,0,0.24833583907813359
625,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/s/d/u/-original-imagdv4f66jmsqfv.jpeg?q=70,ASUS,22990,Other Intel Processor,4,Other,512,0,0.24808625648758728
626,https://rukminim1.flixcart.com/image/312/312/l2urv680/computer/a/x/0/-original-image333cfww5zfg.jpeg?q=70,ASUS,107331,Intel Core i7,16,Windows,512,0,0.2483396209669636
628,https://rukminim1.flixcart.com/image/312/312/ktrk13k0/computer/a/q/c/v15-itl-gen-2-thin-and-light-laptop-lenovo-original-imag7fh6pmds7p5r.jpeg?q=70,Lenovo,38990,Intel Core i3,4,Windows,256,0,0.24818224545004886
629,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/d/j/15s-eq1560au-thin-and-light-laptop-hp-original-imaggsgk3gpr6jpp.jpeg?q=70,HP,37990,AMD Ryzen 3,8,Windows,512,0,0.2481846130189073
630,https://rukminim1.flixcart.com/image/312/312/l41n2q80/computer/t/z/r/-original-imagff79mr7h8fyu.jpeg?q=70,ASUS,150990,AMD Ryzen 9,16,Windows,1000,0,0.24819004581481674
632,https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70,Lenovo,76990,AMD Ryzen 7,8,Windows,512,0,0.2481846130189073
633,https://rukminim1.flixcart.com/image/312/312/l2ghgnk0/computer/v/3/7/-original-imagdsjsjszc65fh.jpeg?q=70,HP,79000,AMD Ryzen 5,16,Windows,512,0,0.24833583907813359
634,https://rukminim1.flixcart.com/image/312/312/kvvad8w0/keyboard-skin/k/j/i/laptop-premium-keyboard-cover-protector-fit-with-victus-by-hp-original-imag8njdqea2ucrh.jpeg?q=70,HP,84198,AMD Ryzen 5,8,Windows,512,0,0.2481846130189073
636,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/3/c/w/15s-eq2213au-thin-and-light-laptop-hp-original-imagm2hcekkvkezb.jpeg?q=70,HP,42990,AMD Ryzen 3,8,Windows,512,0,0.2481846130189073
637,https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/y/w/x/gv301ra-li030ws-thin-and-light-laptop-asus-original-imagfyg7mmnyhfmz.jpeg?q=70,ASUS,177900,AMD Ryzen 7,32,Windows,1000,0,0.24834266538599994
638,https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70,Lenovo,62490,AMD Ryzen 5,8,Windows,256,1000,0.9999681001143707
639,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/g/p/-original-imaggskghfjzams4.jpeg?q=70,ASUS,79990,Intel Core i5,16,Windows,512,0,0.24833773002254858
640,https://rukminim1.flixcart.com/image/312/312/koad9jk0/computer/g/m/j/na-gaming-laptop-asus-original-imag2s5nf2wgh4hz.jpeg?q=70,ASUS,151990,AMD Ryzen 9,16,Windows,1000,0,0.24819004581481674
641,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/b/j/-original-imagjfgy6ghyqssh.jpeg?q=70,Infinix,30990,Intel Core i3,8,Windows,256,0,0.24833347134014375
642,https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/y/w/x/gv301ra-li030ws-thin-and-light-laptop-asus-original-imagfyg7mmnyhfmz.jpeg?q=70,ASUS,147990,AMD Ryzen 7,16,Windows,1000,0,0.24819004581481674
643,https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70,Lenovo,37490,Intel Core i3,8,Windows,256,0,0.24833347134014375
644,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/n/v/16iah7-gaming-laptop-lenovo-original-imaghnqcfbznp7uf.jpeg?q=70,Lenovo,118990,Intel Core i7,16,Windows,512,0,0.24833773002254858
645,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/computer/k/h/m/14s-dq2606tu-thin-and-light-laptop-hp-original-imagcnsfnrzvzbs6.jpeg?q=70,HP,39990,Intel Core i3,8,Windows,256,0,0.24833347134014375
646,https://rukminim1.flixcart.com/image/312/312/kuof5ow0/computer/k/n/f/gv301qh-k6474ts-gaming-laptop-asus-original-imag7r6dyyvsza8v.jpeg?q=70,ASUS,234990,AMD Ryzen 9,32,Windows,1000,0,0.24834266538599994
647,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/g/e/b/gv601rm-m6055ws-2-in-1-gaming-laptop-asus-original-imaggyy5h5vgubxe.jpeg?q=70,ASUS,171990,AMD Ryzen 7,16,Windows,1000,0,0.24819004581481674
648,https://rukminim1.flixcart.com/image/312/312/l1mh7rk0/computer/s/s/o/sfx16-51g-laptop-acer-original-imagd5zmbsdsvjuq.jpeg?q=70,acer,94990,Intel Core i5,16,Windows,512,0,0.24833583907813359
649,https://rukminim1.flixcart.com/image/312/312/ku2zjww0/computer/r/f/d/na-gaming-laptop-hp-original-imag7a7fgvrae7uu.jpeg?q=70,HP,66990,AMD Ryzen 5,8,Windows,512,0,0.2481846130189073
650,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/u/m/15s-du3614tu-thin-and-light-laptop-hp-original-imagghe6jcf76wgc.jpeg?q=70,HP,40788,Intel Core i3,8,Windows,256,1000,0.9999681001143707
652,https://rukminim1.flixcart.com/image/312/312/kubk70w0/computer/w/q/e/inspiron-3511-laptop-dell-original-imag7guhghwehqbf.jpeg?q=70,DELL,42500,Intel Core i3,8,Windows,0,1000,0.9687342011125857
653,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/j/w/e/tuf-a15-gaming-laptop-asus-original-imagj3qy4eyshxzx.jpeg?q=70,ASUS,60990,AMD Ryzen 5,8,Windows,1000,0,0.24808988733550028
654,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70,ASUS,58990,Intel Core i5,8,Windows,512,0,0.2481865046555032
656,https://rukminim1.flixcart.com/image/312/312/k9loccw0/computer/4/f/w/acer-na-gaming-laptop-original-imafrcpya8phvptc.jpeg?q=70,acer,119990,Intel Core i7,16,Windows,256,1000,0.9999990617332601
657,https://rukminim1.flixcart.com/image/312/312/kggviq80/computer/x/6/g/lenovo-original-imafwpajqjvfhrea.jpeg?q=70,Lenovo,105990,Intel Core i7,16,Windows,512,0,0.24833773002254858
658,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/4/f/pulse-17-b13vgk-252in-gaming-laptop-msi-original-imagmmhkf3gadpdf.jpeg?q=70,MSI,184990,Intel Core i7,16,Windows,1000,0,0.24819004581481674
660,https://rukminim1.flixcart.com/image/312/312/l29c9e80/computer/y/w/r/15ach6h-laptop-lenovo-original-imagdn94ehpsyjkw.jpeg?q=70,Lenovo,192990,Intel Core i7,32,Windows,1000,0,0.24834266538599994
661,https://rukminim1.flixcart.com/image/312/312/ktaeqvk0/computer/b/7/4/15s-gy0501au-thin-and-light-laptop-hp-original-imag6z6muntqnzzc.jpeg?q=70,HP,38999,AMD Ryzen 3,8,Windows,256,0,0.24833347134014375
662,https://rukminim1.flixcart.com/image/312/312/kt1u3rk0/computer/b/u/m/na-gaming-laptop-acer-original-imag6h7gsyzcpwrb.jpeg?q=70,acer,135990,Intel Core i7,16,Windows,1000,0,0.24819004581481674
663,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/c/y/inspiron-3511-thin-and-light-laptop-dell-original-imagjh6h55w6r98g.jpeg?q=70,DELL,68490,Intel Core i5,8,Windows,256,1000,0.9999681001143707
664,https://rukminim1.flixcart.com/image/312/312/kl9rssw0/computer/v/n/e/hp-original-imagyfmhb29hsg6g.jpeg?q=70,HP,88390,Intel Core i7,16,Windows,1000,0,0.24819004581481674
665,https://rukminim1.flixcart.com/image/312/312/l4x2rgw0/computer/t/c/y/inspiron-5320-thin-and-light-laptop-dell-original-imagfpzgrnw6hykf.jpeg?q=70,DELL,113104,Intel Core i7,16,Windows,512,0,0.24833773002254858
666,https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/y/w/x/gv301ra-li030ws-thin-and-light-laptop-asus-original-imagfyg7mmnyhfmz.jpeg?q=70,ASUS,114990,AMD Ryzen 7,16,Windows,1000,0,0.24819004581481674
667,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/q/x/r/hp-original-imaftyzachgrav8f.jpeg?q=70,HP,56000,AMD Ryzen 5,8,Windows,512,0,0.2481846130189073
668,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/z/x/16iah7-gaming-laptop-lenovo-original-imagh4ypbwuqttwn.jpeg?q=70,Lenovo,149990,Intel Core i7,8,Windows,1000,0,0.24808988733550028
669,https://rukminim1.flixcart.com/image/312/312/computer/k/q/r/acer-predator-notebook-original-imaejmg5gzkf8sth.jpeg?q=70,acer,116640,Intel Core i7,16,Windows,128,1000,0.9924078152998053
670,https://rukminim1.flixcart.com/image/312/312/j6xxgnk0/computer/9/j/k/hp-gaming-laptop-original-imaexaznx4sdxhac.jpeg?q=70,HP,102551,Intel Core i5,8,Windows,128,1000,0.9923776006114394
671,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/f/8/i/-original-imageye8rydawpxz.jpeg?q=70,Avita,16990,Other Intel Processor,4,Windows,128,0,0.24832022036578422
672,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/v/c/a/-original-imagfdfpnjjpdhq2.jpeg?q=70,APPLE,131990,Other,8,Mac,512,0,0.2481827213823114
673,https://rukminim1.flixcart.com/image/312/312/knhsgi80/computer/b/i/2/na-thin-and-light-laptop-hp-original-imag25v8zcapzexv.jpeg?q=70,HP,44900,AMD Ryzen 3,8,Windows,512,0,0.2481846130189073
674,https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70,HP,98990,AMD Ryzen 7,16,Windows,512,0,0.24833583907813359
676,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/6/i/j/x1500ea-ej522ws-thin-and-light-laptop-asus-original-imagkygm8tmqqgbv.jpeg?q=70,ASUS,50990,Intel Core i5,8,Windows,512,0,0.2481865046555032
677,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/l/a/w/-original-imagf39qgu4qjmgk.jpeg?q=70,Infinix,46990,Intel Core i7,16,Windows,512,0,0.24833773002254858
678,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/s/n/d/katana-17-b13vfk-253in-gaming-laptop-msi-original-imagmmhgf9gjkhzf.jpeg?q=70,MSI,147990,Intel Core i7,16,Windows,1000,0,0.24819004581481674
680,https://rukminim1.flixcart.com/image/312/312/l4pxk7k0/computer/n/g/g/inspiron-3511-d560742win9s-laptop-dell-original-imagfjtzjr3hhezv.jpeg?q=70,DELL,45890,Intel Core i3,8,Windows,256,1000,0.9999681001143707
681,https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70,Lenovo,60490,AMD Ryzen 5,8,Windows,512,0,0.2481846130189073
682,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/l/e/k/15-fb0040ax-gaming-laptop-hp-original-imaggyuezf9qtypd.jpeg?q=70,HP,69990,AMD Ryzen 5,16,Windows,512,0,0.24833583907813359
684,https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/9/a/k/asus-original-imafvq27mhsqxhek.jpeg?q=70,ASUS,62490,Intel Core i5,8,Windows,0,1000,0.9687351697218363
685,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/g/w/y/-original-imagmuhrzbmzwnee.jpeg?q=70,Lenovo,20990,Other AMD Processor,4,Windows,256,0,0.24818224545004886
